District,Zone,Geographical Region,Development Region,Year BS,Year AD,Grade Category,Grade,Gender,Ethnicity,Number of students
Dailekh,Bheri,Hill,Mid-Western,2068,2011,ECD/PPC,ECD/PPC,Girls,Dalit,1234
Dailekh,Bheri,Hill,Mid-Western,2068,2011,ECD/PPC,ECD/PPC,Boys,Dalit,1127
Dailekh,Bheri,Hill,Mid-Western,2068,2011,ECD/PPC,ECD/PPC,Total,Dalit,2361
Dailekh,Bheri,Hill,Mid-Western,2068,2011,ECD/PPC,ECD/PPC,Girls,Janjati,520
Dailekh,Bheri,Hill,Mid-Western,2068,2011,ECD/PPC,ECD/PPC,Boys,Janjati,491
Dailekh,Bheri,Hill,Mid-Western,2068,2011,ECD/PPC,ECD/PPC,Total,Janjati,1011
Dailekh,Bheri,Hill,Mid-Western,2068,2011,ECD/PPC,ECD/PPC,Girls,Others,2094
Dailekh,Bheri,Hill,Mid-Western,2068,2011,ECD/PPC,ECD/PPC,Boys,Others,2342
Dailekh,Bheri,Hill,Mid-Western,2068,2011,ECD/PPC,ECD/PPC,Total,Others,4436
Dailekh,Bheri,Hill,Mid-Western,2068,2011,Primary Total enrollment,Grade 1,Girls,Others,6738
Dailekh,Bheri,Hill,Mid-Western,2068,2011,Primary Total enrollment,Grade 1,Boys,Others,7194
Dailekh,Bheri,Hill,Mid-Western,2068,2011,Primary Total enrollment,Grade 1,Total,Others,13932
Dailekh,Bheri,Hill,Mid-Western,2068,2011,Primary Total enrollment,Grade 2,Girls,Others,5535
Dailekh,Bheri,Hill,Mid-Western,2068,2011,Primary Total enrollment,Grade 2,Boys,Others,5600
Dailekh,Bheri,Hill,Mid-Western,2068,2011,Primary Total enrollment,Grade 2,Total,Others,11135
Dailekh,Bheri,Hill,Mid-Western,2068,2011,Primary Total enrollment,Grade 3,Girls,Others,4453
Dailekh,Bheri,Hill,Mid-Western,2068,2011,Primary Total enrollment,Grade 3,Boys,Others,4112
Dailekh,Bheri,Hill,Mid-Western,2068,2011,Primary Total enrollment,Grade 3,Total,Others,8565
Dailekh,Bheri,Hill,Mid-Western,2068,2011,Primary Total enrollment,Grade 4,Girls,Others,4440
Dailekh,Bheri,Hill,Mid-Western,2068,2011,Primary Total enrollment,Grade 4,Boys,Others,3902
Dailekh,Bheri,Hill,Mid-Western,2068,2011,Primary Total enrollment,Grade 4,Total,Others,8342
Dailekh,Bheri,Hill,Mid-Western,2068,2011,Primary Total enrollment,Grade 5,Girls,Others,4098
Dailekh,Bheri,Hill,Mid-Western,2068,2011,Primary Total enrollment,Grade 5,Boys,Others,3954
Dailekh,Bheri,Hill,Mid-Western,2068,2011,Primary Total enrollment,Grade 5,Total,Others,8052
Dailekh,Bheri,Hill,Mid-Western,2068,2011,Primary Dalit enrollment,Grade 1,Girls,Dalit,3233
Dailekh,Bheri,Hill,Mid-Western,2068,2011,Primary Dalit enrollment,Grade 1,Boys,Dalit,3420
Dailekh,Bheri,Hill,Mid-Western,2068,2011,Primary Dalit enrollment,Grade 1,Total,Dalit,6653
Dailekh,Bheri,Hill,Mid-Western,2068,2011,Primary Dalit enrollment,Grade 2,Girls,Dalit,2309
Dailekh,Bheri,Hill,Mid-Western,2068,2011,Primary Dalit enrollment,Grade 2,Boys,Dalit,2088
Dailekh,Bheri,Hill,Mid-Western,2068,2011,Primary Dalit enrollment,Grade 2,Total,Dalit,4397
Dailekh,Bheri,Hill,Mid-Western,2068,2011,Primary Dalit enrollment,Grade 3,Girls,Dalit,1969
Dailekh,Bheri,Hill,Mid-Western,2068,2011,Primary Dalit enrollment,Grade 3,Boys,Dalit,1903
Dailekh,Bheri,Hill,Mid-Western,2068,2011,Primary Dalit enrollment,Grade 3,Total,Dalit,3872
Dailekh,Bheri,Hill,Mid-Western,2068,2011,Primary Dalit enrollment,Grade 4,Girls,Dalit,1694
Dailekh,Bheri,Hill,Mid-Western,2068,2011,Primary Dalit enrollment,Grade 4,Boys,Dalit,1553
Dailekh,Bheri,Hill,Mid-Western,2068,2011,Primary Dalit enrollment,Grade 4,Total,Dalit,3247
Dailekh,Bheri,Hill,Mid-Western,2068,2011,Primary Dalit enrollment,Grade 5,Girls,Dalit,1478
Dailekh,Bheri,Hill,Mid-Western,2068,2011,Primary Dalit enrollment,Grade 5,Boys,Dalit,1294
Dailekh,Bheri,Hill,Mid-Western,2068,2011,Primary Dalit enrollment,Grade 5,Total,Dalit,2772
Dailekh,Bheri,Hill,Mid-Western,2068,2011,Primary Janjati enrollment,Grade 1,Girls,Janjati,863
Dailekh,Bheri,Hill,Mid-Western,2068,2011,Primary Janjati enrollment,Grade 1,Boys,Janjati,973
Dailekh,Bheri,Hill,Mid-Western,2068,2011,Primary Janjati enrollment,Grade 1,Total,Janjati,1836
Dailekh,Bheri,Hill,Mid-Western,2068,2011,Primary Janjati enrollment,Grade 2,Girls,Janjati,784
Dailekh,Bheri,Hill,Mid-Western,2068,2011,Primary Janjati enrollment,Grade 2,Boys,Janjati,725
Dailekh,Bheri,Hill,Mid-Western,2068,2011,Primary Janjati enrollment,Grade 2,Total,Janjati,1509
Dailekh,Bheri,Hill,Mid-Western,2068,2011,Primary Janjati enrollment,Grade 3,Girls,Janjati,634
Dailekh,Bheri,Hill,Mid-Western,2068,2011,Primary Janjati enrollment,Grade 3,Boys,Janjati,547
Dailekh,Bheri,Hill,Mid-Western,2068,2011,Primary Janjati enrollment,Grade 3,Total,Janjati,1181
Dailekh,Bheri,Hill,Mid-Western,2068,2011,Primary Janjati enrollment,Grade 4,Girls,Janjati,554
Dailekh,Bheri,Hill,Mid-Western,2068,2011,Primary Janjati enrollment,Grade 4,Boys,Janjati,543
Dailekh,Bheri,Hill,Mid-Western,2068,2011,Primary Janjati enrollment,Grade 4,Total,Janjati,1097
Dailekh,Bheri,Hill,Mid-Western,2068,2011,Primary Janjati enrollment,Grade 5,Girls,Janjati,586
Dailekh,Bheri,Hill,Mid-Western,2068,2011,Primary Janjati enrollment,Grade 5,Boys,Janjati,542
Dailekh,Bheri,Hill,Mid-Western,2068,2011,Primary Janjati enrollment,Grade 5,Total,Janjati,1128
Dailekh,Bheri,Hill,Mid-Western,2068,2011,Lower Secondary & Secondary total enrollment,Grade 6,Girls,Others,4559
Dailekh,Bheri,Hill,Mid-Western,2068,2011,Lower Secondary & Secondary total enrollment,Grade 6,Boys,Others,4481
Dailekh,Bheri,Hill,Mid-Western,2068,2011,Lower Secondary & Secondary total enrollment,Grade 6,Total,Others,9040
Dailekh,Bheri,Hill,Mid-Western,2068,2011,Lower Secondary & Secondary total enrollment,Grade 7,Girls,Others,4062
Dailekh,Bheri,Hill,Mid-Western,2068,2011,Lower Secondary & Secondary total enrollment,Grade 7,Boys,Others,3799
Dailekh,Bheri,Hill,Mid-Western,2068,2011,Lower Secondary & Secondary total enrollment,Grade 7,Total,Others,7861
Dailekh,Bheri,Hill,Mid-Western,2068,2011,Lower Secondary & Secondary total enrollment,Grade 8,Girls,Others,3437
Dailekh,Bheri,Hill,Mid-Western,2068,2011,Lower Secondary & Secondary total enrollment,Grade 8,Boys,Others,3549
Dailekh,Bheri,Hill,Mid-Western,2068,2011,Lower Secondary & Secondary total enrollment,Grade 8,Total,Others,6986
Dailekh,Bheri,Hill,Mid-Western,2068,2011,Lower Secondary & Secondary total enrollment,Grade 9,Girls,Others,2501
Dailekh,Bheri,Hill,Mid-Western,2068,2011,Lower Secondary & Secondary total enrollment,Grade 9,Boys,Others,2763
Dailekh,Bheri,Hill,Mid-Western,2068,2011,Lower Secondary & Secondary total enrollment,Grade 9,Total,Others,5264
Dailekh,Bheri,Hill,Mid-Western,2068,2011,Lower Secondary & Secondary total enrollment,Grade 10,Girls,Others,2206
Dailekh,Bheri,Hill,Mid-Western,2068,2011,Lower Secondary & Secondary total enrollment,Grade 10,Boys,Others,2377
Dailekh,Bheri,Hill,Mid-Western,2068,2011,Lower Secondary & Secondary total enrollment,Grade 10,Total,Others,4583
Dailekh,Bheri,Hill,Mid-Western,2068,2011,Lower Secondary & Secondary dalit enrollment,Grade 6,Girls,Dalit,1171
Dailekh,Bheri,Hill,Mid-Western,2068,2011,Lower Secondary & Secondary dalit enrollment,Grade 6,Boys,Dalit,1315
Dailekh,Bheri,Hill,Mid-Western,2068,2011,Lower Secondary & Secondary dalit enrollment,Grade 6,Total,Dalit,2486
Dailekh,Bheri,Hill,Mid-Western,2068,2011,Lower Secondary & Secondary dalit enrollment,Grade 7,Girls,Dalit,932
Dailekh,Bheri,Hill,Mid-Western,2068,2011,Lower Secondary & Secondary dalit enrollment,Grade 7,Boys,Dalit,1119
Dailekh,Bheri,Hill,Mid-Western,2068,2011,Lower Secondary & Secondary dalit enrollment,Grade 7,Total,Dalit,2051
Dailekh,Bheri,Hill,Mid-Western,2068,2011,Lower Secondary & Secondary dalit enrollment,Grade 8,Girls,Dalit,626
Dailekh,Bheri,Hill,Mid-Western,2068,2011,Lower Secondary & Secondary dalit enrollment,Grade 8,Boys,Dalit,765
Dailekh,Bheri,Hill,Mid-Western,2068,2011,Lower Secondary & Secondary dalit enrollment,Grade 8,Total,Dalit,1391
Dailekh,Bheri,Hill,Mid-Western,2068,2011,Lower Secondary & Secondary dalit enrollment,Grade 9,Girls,Dalit,365
Dailekh,Bheri,Hill,Mid-Western,2068,2011,Lower Secondary & Secondary dalit enrollment,Grade 9,Boys,Dalit,504
Dailekh,Bheri,Hill,Mid-Western,2068,2011,Lower Secondary & Secondary dalit enrollment,Grade 9,Total,Dalit,869
Dailekh,Bheri,Hill,Mid-Western,2068,2011,Lower Secondary & Secondary dalit enrollment,Grade 10,Girls,Dalit,292
Dailekh,Bheri,Hill,Mid-Western,2068,2011,Lower Secondary & Secondary dalit enrollment,Grade 10,Boys,Dalit,423
Dailekh,Bheri,Hill,Mid-Western,2068,2011,Lower Secondary & Secondary dalit enrollment,Grade 10,Total,Dalit,715
Dailekh,Bheri,Hill,Mid-Western,2068,2011,Lower Secondary & Secondary Janjati enrollment,Grade 6,Girls,Janjati,624
Dailekh,Bheri,Hill,Mid-Western,2068,2011,Lower Secondary & Secondary Janjati enrollment,Grade 6,Boys,Janjati,567
Dailekh,Bheri,Hill,Mid-Western,2068,2011,Lower Secondary & Secondary Janjati enrollment,Grade 6,Total,Janjati,1191
Dailekh,Bheri,Hill,Mid-Western,2068,2011,Lower Secondary & Secondary Janjati enrollment,Grade 7,Girls,Janjati,502
Dailekh,Bheri,Hill,Mid-Western,2068,2011,Lower Secondary & Secondary Janjati enrollment,Grade 7,Boys,Janjati,482
Dailekh,Bheri,Hill,Mid-Western,2068,2011,Lower Secondary & Secondary Janjati enrollment,Grade 7,Total,Janjati,984
Dailekh,Bheri,Hill,Mid-Western,2068,2011,Lower Secondary & Secondary Janjati enrollment,Grade 8,Girls,Janjati,440
Dailekh,Bheri,Hill,Mid-Western,2068,2011,Lower Secondary & Secondary Janjati enrollment,Grade 8,Boys,Janjati,449
Dailekh,Bheri,Hill,Mid-Western,2068,2011,Lower Secondary & Secondary Janjati enrollment,Grade 8,Total,Janjati,889
Dailekh,Bheri,Hill,Mid-Western,2068,2011,Lower Secondary & Secondary Janjati enrollment,Grade 9,Girls,Janjati,298
Dailekh,Bheri,Hill,Mid-Western,2068,2011,Lower Secondary & Secondary Janjati enrollment,Grade 9,Boys,Janjati,327
Dailekh,Bheri,Hill,Mid-Western,2068,2011,Lower Secondary & Secondary Janjati enrollment,Grade 9,Total,Janjati,625
Dailekh,Bheri,Hill,Mid-Western,2068,2011,Lower Secondary & Secondary Janjati enrollment,Grade 10,Girls,Janjati,294
Dailekh,Bheri,Hill,Mid-Western,2068,2011,Lower Secondary & Secondary Janjati enrollment,Grade 10,Boys,Janjati,288
Dailekh,Bheri,Hill,Mid-Western,2068,2011,Lower Secondary & Secondary Janjati enrollment,Grade 10,Total,Janjati,582
Dailekh,Bheri,Hill,Mid-Western,2068,2011,Higher Secondary Total,Grade 11,Girls,Others,915
Dailekh,Bheri,Hill,Mid-Western,2068,2011,Higher Secondary Total,Grade 11,Boys,Others,1365
Dailekh,Bheri,Hill,Mid-Western,2068,2011,Higher Secondary Total,Grade 11,Total,Others,2280
Dailekh,Bheri,Hill,Mid-Western,2068,2011,Higher Secondary Total,Grade 12,Girls,Others,892
Dailekh,Bheri,Hill,Mid-Western,2068,2011,Higher Secondary Total,Grade 12,Boys,Others,1201
Dailekh,Bheri,Hill,Mid-Western,2068,2011,Higher Secondary Total,Grade 12,Total,Others,2093
Dailekh,Bheri,Hill,Mid-Western,2068,2011,Higher Secondary  Dalit,Grade 11,Girls,Dalit,96
Dailekh,Bheri,Hill,Mid-Western,2068,2011,Higher Secondary  Dalit,Grade 11,Boys,Dalit,168
Dailekh,Bheri,Hill,Mid-Western,2068,2011,Higher Secondary  Dalit,Grade 11,Total,Dalit,264
Dailekh,Bheri,Hill,Mid-Western,2068,2011,Higher Secondary  Dalit,Grade 12,Girls,Dalit,83
Dailekh,Bheri,Hill,Mid-Western,2068,2011,Higher Secondary  Dalit,Grade 12,Boys,Dalit,141
Dailekh,Bheri,Hill,Mid-Western,2068,2011,Higher Secondary  Dalit,Grade 12,Total,Dalit,224
Dailekh,Bheri,Hill,Mid-Western,2068,2011,Higher Secondary Janjati,Grade 11,Girls,Janjati,122
Dailekh,Bheri,Hill,Mid-Western,2068,2011,Higher Secondary Janjati,Grade 11,Boys,Janjati,143
Dailekh,Bheri,Hill,Mid-Western,2068,2011,Higher Secondary Janjati,Grade 11,Total,Janjati,265
Dailekh,Bheri,Hill,Mid-Western,2068,2011,Higher Secondary Janjati,Grade 12,Girls,Janjati,89
Dailekh,Bheri,Hill,Mid-Western,2068,2011,Higher Secondary Janjati,Grade 12,Boys,Janjati,129
Dailekh,Bheri,Hill,Mid-Western,2068,2011,Higher Secondary Janjati,Grade 12,Total,Janjati,218
Dailekh,Bheri,Hill,Mid-Western,2069,2012,ECD/PPC,ECD/PPC,Girls,Dalit,1747
Dailekh,Bheri,Hill,Mid-Western,2069,2012,ECD/PPC,ECD/PPC,Boys,Dalit,1611
Dailekh,Bheri,Hill,Mid-Western,2069,2012,ECD/PPC,ECD/PPC,Total,Dalit,3358
Dailekh,Bheri,Hill,Mid-Western,2069,2012,ECD/PPC,ECD/PPC,Girls,Janjati,791
Dailekh,Bheri,Hill,Mid-Western,2069,2012,ECD/PPC,ECD/PPC,Boys,Janjati,739
Dailekh,Bheri,Hill,Mid-Western,2069,2012,ECD/PPC,ECD/PPC,Total,Janjati,1530
Dailekh,Bheri,Hill,Mid-Western,2069,2012,ECD/PPC,ECD/PPC,Girls,Others,2683
Dailekh,Bheri,Hill,Mid-Western,2069,2012,ECD/PPC,ECD/PPC,Boys,Others,2809
Dailekh,Bheri,Hill,Mid-Western,2069,2012,ECD/PPC,ECD/PPC,Total,Others,5492
Dailekh,Bheri,Hill,Mid-Western,2069,2012,Primary Total enrollment,Grade 1,Girls,Others,6720
Dailekh,Bheri,Hill,Mid-Western,2069,2012,Primary Total enrollment,Grade 1,Boys,Others,6655
Dailekh,Bheri,Hill,Mid-Western,2069,2012,Primary Total enrollment,Grade 1,Total,Others,13375
Dailekh,Bheri,Hill,Mid-Western,2069,2012,Primary Total enrollment,Grade 2,Girls,Others,4966
Dailekh,Bheri,Hill,Mid-Western,2069,2012,Primary Total enrollment,Grade 2,Boys,Others,4671
Dailekh,Bheri,Hill,Mid-Western,2069,2012,Primary Total enrollment,Grade 2,Total,Others,9637
Dailekh,Bheri,Hill,Mid-Western,2069,2012,Primary Total enrollment,Grade 3,Girls,Others,4974
Dailekh,Bheri,Hill,Mid-Western,2069,2012,Primary Total enrollment,Grade 3,Boys,Others,4639
Dailekh,Bheri,Hill,Mid-Western,2069,2012,Primary Total enrollment,Grade 3,Total,Others,9613
Dailekh,Bheri,Hill,Mid-Western,2069,2012,Primary Total enrollment,Grade 4,Girls,Others,4335
Dailekh,Bheri,Hill,Mid-Western,2069,2012,Primary Total enrollment,Grade 4,Boys,Others,3960
Dailekh,Bheri,Hill,Mid-Western,2069,2012,Primary Total enrollment,Grade 4,Total,Others,8295
Dailekh,Bheri,Hill,Mid-Western,2069,2012,Primary Total enrollment,Grade 5,Girls,Others,4204
Dailekh,Bheri,Hill,Mid-Western,2069,2012,Primary Total enrollment,Grade 5,Boys,Others,3742
Dailekh,Bheri,Hill,Mid-Western,2069,2012,Primary Total enrollment,Grade 5,Total,Others,7946
Dailekh,Bheri,Hill,Mid-Western,2069,2012,Primary Dalit enrollment,Grade 1,Girls,Dalit,3399
Dailekh,Bheri,Hill,Mid-Western,2069,2012,Primary Dalit enrollment,Grade 1,Boys,Dalit,3517
Dailekh,Bheri,Hill,Mid-Western,2069,2012,Primary Dalit enrollment,Grade 1,Total,Dalit,6916
Dailekh,Bheri,Hill,Mid-Western,2069,2012,Primary Dalit enrollment,Grade 2,Girls,Dalit,2252
Dailekh,Bheri,Hill,Mid-Western,2069,2012,Primary Dalit enrollment,Grade 2,Boys,Dalit,2171
Dailekh,Bheri,Hill,Mid-Western,2069,2012,Primary Dalit enrollment,Grade 2,Total,Dalit,4423
Dailekh,Bheri,Hill,Mid-Western,2069,2012,Primary Dalit enrollment,Grade 3,Girls,Dalit,2079
Dailekh,Bheri,Hill,Mid-Western,2069,2012,Primary Dalit enrollment,Grade 3,Boys,Dalit,1893
Dailekh,Bheri,Hill,Mid-Western,2069,2012,Primary Dalit enrollment,Grade 3,Total,Dalit,3972
Dailekh,Bheri,Hill,Mid-Western,2069,2012,Primary Dalit enrollment,Grade 4,Girls,Dalit,1700
Dailekh,Bheri,Hill,Mid-Western,2069,2012,Primary Dalit enrollment,Grade 4,Boys,Dalit,1605
Dailekh,Bheri,Hill,Mid-Western,2069,2012,Primary Dalit enrollment,Grade 4,Total,Dalit,3305
Dailekh,Bheri,Hill,Mid-Western,2069,2012,Primary Dalit enrollment,Grade 5,Girls,Dalit,1558
Dailekh,Bheri,Hill,Mid-Western,2069,2012,Primary Dalit enrollment,Grade 5,Boys,Dalit,1481
Dailekh,Bheri,Hill,Mid-Western,2069,2012,Primary Dalit enrollment,Grade 5,Total,Dalit,3039
Dailekh,Bheri,Hill,Mid-Western,2069,2012,Primary Janjati enrollment,Grade 1,Girls,Janjati,797
Dailekh,Bheri,Hill,Mid-Western,2069,2012,Primary Janjati enrollment,Grade 1,Boys,Janjati,795
Dailekh,Bheri,Hill,Mid-Western,2069,2012,Primary Janjati enrollment,Grade 1,Total,Janjati,1592
Dailekh,Bheri,Hill,Mid-Western,2069,2012,Primary Janjati enrollment,Grade 2,Girls,Janjati,659
Dailekh,Bheri,Hill,Mid-Western,2069,2012,Primary Janjati enrollment,Grade 2,Boys,Janjati,662
Dailekh,Bheri,Hill,Mid-Western,2069,2012,Primary Janjati enrollment,Grade 2,Total,Janjati,1321
Dailekh,Bheri,Hill,Mid-Western,2069,2012,Primary Janjati enrollment,Grade 3,Girls,Janjati,720
Dailekh,Bheri,Hill,Mid-Western,2069,2012,Primary Janjati enrollment,Grade 3,Boys,Janjati,675
Dailekh,Bheri,Hill,Mid-Western,2069,2012,Primary Janjati enrollment,Grade 3,Total,Janjati,1395
Dailekh,Bheri,Hill,Mid-Western,2069,2012,Primary Janjati enrollment,Grade 4,Girls,Janjati,582
Dailekh,Bheri,Hill,Mid-Western,2069,2012,Primary Janjati enrollment,Grade 4,Boys,Janjati,559
Dailekh,Bheri,Hill,Mid-Western,2069,2012,Primary Janjati enrollment,Grade 4,Total,Janjati,1141
Dailekh,Bheri,Hill,Mid-Western,2069,2012,Primary Janjati enrollment,Grade 5,Girls,Janjati,544
Dailekh,Bheri,Hill,Mid-Western,2069,2012,Primary Janjati enrollment,Grade 5,Boys,Janjati,504
Dailekh,Bheri,Hill,Mid-Western,2069,2012,Primary Janjati enrollment,Grade 5,Total,Janjati,1048
Dailekh,Bheri,Hill,Mid-Western,2069,2012,Lower Secondary & Secondary total enrollment,Grade 6,Girls,Others,3987
Dailekh,Bheri,Hill,Mid-Western,2069,2012,Lower Secondary & Secondary total enrollment,Grade 6,Boys,Others,3706
Dailekh,Bheri,Hill,Mid-Western,2069,2012,Lower Secondary & Secondary total enrollment,Grade 6,Total,Others,7693
Dailekh,Bheri,Hill,Mid-Western,2069,2012,Lower Secondary & Secondary total enrollment,Grade 7,Girls,Others,4197
Dailekh,Bheri,Hill,Mid-Western,2069,2012,Lower Secondary & Secondary total enrollment,Grade 7,Boys,Others,3592
Dailekh,Bheri,Hill,Mid-Western,2069,2012,Lower Secondary & Secondary total enrollment,Grade 7,Total,Others,7789
Dailekh,Bheri,Hill,Mid-Western,2069,2012,Lower Secondary & Secondary total enrollment,Grade 8,Girls,Others,4110
Dailekh,Bheri,Hill,Mid-Western,2069,2012,Lower Secondary & Secondary total enrollment,Grade 8,Boys,Others,3831
Dailekh,Bheri,Hill,Mid-Western,2069,2012,Lower Secondary & Secondary total enrollment,Grade 8,Total,Others,7941
Dailekh,Bheri,Hill,Mid-Western,2069,2012,Lower Secondary & Secondary total enrollment,Grade 9,Girls,Others,3234
Dailekh,Bheri,Hill,Mid-Western,2069,2012,Lower Secondary & Secondary total enrollment,Grade 9,Boys,Others,3069
Dailekh,Bheri,Hill,Mid-Western,2069,2012,Lower Secondary & Secondary total enrollment,Grade 9,Total,Others,6303
Dailekh,Bheri,Hill,Mid-Western,2069,2012,Lower Secondary & Secondary total enrollment,Grade 10,Girls,Others,2561
Dailekh,Bheri,Hill,Mid-Western,2069,2012,Lower Secondary & Secondary total enrollment,Grade 10,Boys,Others,2690
Dailekh,Bheri,Hill,Mid-Western,2069,2012,Lower Secondary & Secondary total enrollment,Grade 10,Total,Others,5251
Dailekh,Bheri,Hill,Mid-Western,2069,2012,Lower Secondary & Secondary dalit enrollment,Grade 6,Girls,Dalit,1305
Dailekh,Bheri,Hill,Mid-Western,2069,2012,Lower Secondary & Secondary dalit enrollment,Grade 6,Boys,Dalit,1174
Dailekh,Bheri,Hill,Mid-Western,2069,2012,Lower Secondary & Secondary dalit enrollment,Grade 6,Total,Dalit,2479
Dailekh,Bheri,Hill,Mid-Western,2069,2012,Lower Secondary & Secondary dalit enrollment,Grade 7,Girls,Dalit,1045
Dailekh,Bheri,Hill,Mid-Western,2069,2012,Lower Secondary & Secondary dalit enrollment,Grade 7,Boys,Dalit,1020
Dailekh,Bheri,Hill,Mid-Western,2069,2012,Lower Secondary & Secondary dalit enrollment,Grade 7,Total,Dalit,2065
Dailekh,Bheri,Hill,Mid-Western,2069,2012,Lower Secondary & Secondary dalit enrollment,Grade 8,Girls,Dalit,860
Dailekh,Bheri,Hill,Mid-Western,2069,2012,Lower Secondary & Secondary dalit enrollment,Grade 8,Boys,Dalit,909
Dailekh,Bheri,Hill,Mid-Western,2069,2012,Lower Secondary & Secondary dalit enrollment,Grade 8,Total,Dalit,1769
Dailekh,Bheri,Hill,Mid-Western,2069,2012,Lower Secondary & Secondary dalit enrollment,Grade 9,Girls,Dalit,510
Dailekh,Bheri,Hill,Mid-Western,2069,2012,Lower Secondary & Secondary dalit enrollment,Grade 9,Boys,Dalit,648
Dailekh,Bheri,Hill,Mid-Western,2069,2012,Lower Secondary & Secondary dalit enrollment,Grade 9,Total,Dalit,1158
Dailekh,Bheri,Hill,Mid-Western,2069,2012,Lower Secondary & Secondary dalit enrollment,Grade 10,Girls,Dalit,346
Dailekh,Bheri,Hill,Mid-Western,2069,2012,Lower Secondary & Secondary dalit enrollment,Grade 10,Boys,Dalit,454
Dailekh,Bheri,Hill,Mid-Western,2069,2012,Lower Secondary & Secondary dalit enrollment,Grade 10,Total,Dalit,800
Dailekh,Bheri,Hill,Mid-Western,2069,2012,Lower Secondary & Secondary Janjati enrollment,Grade 6,Girls,Janjati,565
Dailekh,Bheri,Hill,Mid-Western,2069,2012,Lower Secondary & Secondary Janjati enrollment,Grade 6,Boys,Janjati,529
Dailekh,Bheri,Hill,Mid-Western,2069,2012,Lower Secondary & Secondary Janjati enrollment,Grade 6,Total,Janjati,1094
Dailekh,Bheri,Hill,Mid-Western,2069,2012,Lower Secondary & Secondary Janjati enrollment,Grade 7,Girls,Janjati,559
Dailekh,Bheri,Hill,Mid-Western,2069,2012,Lower Secondary & Secondary Janjati enrollment,Grade 7,Boys,Janjati,498
Dailekh,Bheri,Hill,Mid-Western,2069,2012,Lower Secondary & Secondary Janjati enrollment,Grade 7,Total,Janjati,1057
Dailekh,Bheri,Hill,Mid-Western,2069,2012,Lower Secondary & Secondary Janjati enrollment,Grade 8,Girls,Janjati,501
Dailekh,Bheri,Hill,Mid-Western,2069,2012,Lower Secondary & Secondary Janjati enrollment,Grade 8,Boys,Janjati,503
Dailekh,Bheri,Hill,Mid-Western,2069,2012,Lower Secondary & Secondary Janjati enrollment,Grade 8,Total,Janjati,1004
Dailekh,Bheri,Hill,Mid-Western,2069,2012,Lower Secondary & Secondary Janjati enrollment,Grade 9,Girls,Janjati,388
Dailekh,Bheri,Hill,Mid-Western,2069,2012,Lower Secondary & Secondary Janjati enrollment,Grade 9,Boys,Janjati,386
Dailekh,Bheri,Hill,Mid-Western,2069,2012,Lower Secondary & Secondary Janjati enrollment,Grade 9,Total,Janjati,774
Dailekh,Bheri,Hill,Mid-Western,2069,2012,Lower Secondary & Secondary Janjati enrollment,Grade 10,Girls,Janjati,284
Dailekh,Bheri,Hill,Mid-Western,2069,2012,Lower Secondary & Secondary Janjati enrollment,Grade 10,Boys,Janjati,276
Dailekh,Bheri,Hill,Mid-Western,2069,2012,Lower Secondary & Secondary Janjati enrollment,Grade 10,Total,Janjati,560
Dailekh,Bheri,Hill,Mid-Western,2069,2012,Higher Secondary Total,Grade 11,Girls,Others,1244
Dailekh,Bheri,Hill,Mid-Western,2069,2012,Higher Secondary Total,Grade 11,Boys,Others,2005
Dailekh,Bheri,Hill,Mid-Western,2069,2012,Higher Secondary Total,Grade 11,Total,Others,1060
Dailekh,Bheri,Hill,Mid-Western,2069,2012,Higher Secondary Total,Grade 12,Girls,Others,1647
Dailekh,Bheri,Hill,Mid-Western,2069,2012,Higher Secondary Total,Grade 12,Boys,Others,2673
Dailekh,Bheri,Hill,Mid-Western,2069,2012,Higher Secondary Total,Grade 12,Total,Others,4320
Dailekh,Bheri,Hill,Mid-Western,2069,2012,Higher Secondary  Dalit,Grade 11,Girls,Dalit,65
Dailekh,Bheri,Hill,Mid-Western,2069,2012,Higher Secondary  Dalit,Grade 11,Boys,Dalit,143
Dailekh,Bheri,Hill,Mid-Western,2069,2012,Higher Secondary  Dalit,Grade 11,Total,Dalit,208
Dailekh,Bheri,Hill,Mid-Western,2069,2012,Higher Secondary  Dalit,Grade 12,Girls,Dalit,67
Dailekh,Bheri,Hill,Mid-Western,2069,2012,Higher Secondary  Dalit,Grade 12,Boys,Dalit,152
Dailekh,Bheri,Hill,Mid-Western,2069,2012,Higher Secondary  Dalit,Grade 12,Total,Dalit,219
Dailekh,Bheri,Hill,Mid-Western,2069,2012,Higher Secondary Janjati,Grade 11,Girls,Janjati,105
Dailekh,Bheri,Hill,Mid-Western,2069,2012,Higher Secondary Janjati,Grade 11,Boys,Janjati,125
Dailekh,Bheri,Hill,Mid-Western,2069,2012,Higher Secondary Janjati,Grade 11,Total,Janjati,230
Dailekh,Bheri,Hill,Mid-Western,2069,2012,Higher Secondary Janjati,Grade 12,Girls,Janjati,103
Dailekh,Bheri,Hill,Mid-Western,2069,2012,Higher Secondary Janjati,Grade 12,Boys,Janjati,176
Dailekh,Bheri,Hill,Mid-Western,2069,2012,Higher Secondary Janjati,Grade 12,Total,Janjati,279
Dailekh,Bheri,Hill,Mid-Western,2068,2011,Regular,SLC Attendees,TOT,Overall,4859
Dailekh,Bheri,Hill,Mid-Western,2068,2011,Regular,SLC Attendees,BOYS,Overall,2609
